koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
FALSE POSITIVE,0.98041685,131.78321,0.446,0.919,105.7,0.75,1388,880.5,8.8,4861,4.572,0.722,291.12453999999997,37.986511,14.484000000000002
CONFIRMED,92.26374200000001,146.4247,0.273,8.605,296.9,2.22,469,11.42,12.2,6084,4.287,1.2830000000000001,297.5885,43.841221000000004,15.015
FALSE POSITIVE,3.0001191,132.9097,0.635,6.61,7.7,0.73,2566,10247.93,7.3,8431,3.97,2.485,292.91702000000004,40.09243,11.96
CONFIRMED,81.41601379999999,160.86387,0.9109999999999999,14.175,762.3,4.63,522,17.53,54.3,6352,4.2669999999999995,1.401,291.25562,48.846924,12.145999999999999
FALSE POSITIVE,357.82544,255.208,0.636,9.12,152.5,1.7,306,2.08,11.1,6131,4.248,1.3119999999999998,292.20465,40.48563,12.117
CONFIRMED,35.2330694,135.36477,0.139,3.674,352.8,0.97,288,1.62,14.5,3749,4.743,0.524,281.64581,41.951091999999996,14.467
FALSE POSITIVE,45.3965379,136.9486,0.085,3.826,1001.6,1.97,326,2.66,15.3,4266,4.626,0.643,292.17496,44.783989,15.984000000000002
FALSE POSITIVE,0.7297243459999999,132.04276000000002,0.523,2.699,23.0,0.51,2151,5081.58,14.3,6084,4.426,1.03,285.90179,39.654410999999996,12.546
FALSE POSITIVE,0.821472455,132.3003,0.2579,2.4330000000000003,127.1,0.92,1559,1395.92,11.3,4889,4.503,0.836,296.82027999999997,42.514198,15.758
FALSE POSITIVE,1.29019586,132.11311,0.044000000000000004,3.741,86.5,0.78,1530,1293.44,11.1,5693,4.558,0.8420000000000001,296.28137000000004,39.874969,15.274000000000001
FALSE POSITIVE,8.48032079,135.85214,0.004,5.791,170.7,0.95,759,78.45,14.7,5415,4.556,0.728,298.79605,46.722858,14.879000000000001
CONFIRMED,47.9869119,160.65401,0.873,5.3420000000000005,859.3,3.35,493,14.01,25.7,5641,4.408,0.981,283.21161,41.038059000000004,14.19
FALSE POSITIVE,359.047933,295.76934,0.002,16.637,5622.7,7.76,260,1.08,91.1,5609,4.346,1.048,291.03217,38.703911,14.215
FALSE POSITIVE,29.804269399999995,150.6786,1.237,3.1069999999999998,1046.5,24.73,505,15.34,17.9,5223,4.488,0.8270000000000001,291.35443,40.588879,15.945
FALSE POSITIVE,1.02104719,131.5654,1.0867,6.39,246.1,13.68,2129,4852.49,18.5,6444,4.376,1.2,298.98892,47.761429,15.367
FALSE POSITIVE,1.23142395,131.7651,0.187,2.186,19.6,0.77,2317,6786.33,10.8,6011,3.971,1.73,290.34805,47.965191,12.975999999999999
FALSE POSITIVE,386.828262,177.56829,0.953,5.045,1024.9,6.54,340,3.15,19.7,6384,4.107,1.615,281.28546,43.51548,13.637
FALSE POSITIVE,15.8733803,135.62779,0.919,7.4672,4094.1,8.15,830,111.99,136.5,6161,4.276,1.054,299.05002,41.537449,13.91
FALSE POSITIVE,42.3991752,151.96105,0.965,7.251,484.0,3.23,580,26.75,36.9,6133,4.37,1.121,299.06453999999997,40.515578999999995,13.383
FALSE POSITIVE,25.95198823,154.88102,1.2690000000000001,14.602,5103.3,39.94,680,50.51,125.0,6363,4.444,1.035,293.68362,38.994869,15.765999999999998
FALSE POSITIVE,13.6917833,133.78898,0.142,4.198,145.4,1.12,770,83.37,14.2,5906,4.433,0.9309999999999999,295.37604,46.047588,14.565
FALSE POSITIVE,14.15849823,134.0065,1.204,46.356,347.3,90.09,1910,3145.0,225.1,8753,3.668,3.7460000000000004,300.01501,40.52702,11.98
FALSE POSITIVE,12.3748247,138.0615,1.185,90.01,390.9,81.01,1253,583.24,85.7,5165,3.491,3.5980000000000003,297.63947,47.445869,13.455
FALSE POSITIVE,14.54178117,144.269401,22.28,9.1151,143640.0,2722.92,834,114.56,768.9,5997,4.303999999999999,1.148,292.17099,41.621288,16.709
FALSE POSITIVE,30.9604688,156.1377,1.208,14.992,460.9,89.18,1064,303.13,27.1,5367,3.216,3.5580000000000003,295.07965,39.962528000000006,13.405
FALSE POSITIVE,1.0416199320000001,131.836717,1.237,8.1218,1840.5,30.94,1858,2828.16,374.1,5838,4.374,0.991,296.9136,40.258263,13.606
FALSE POSITIVE,2.5445944430000003,135.04023600000002,0.5579999999999999,3.21373,348780.0,109.72,1608,1582.68,608.9,5503,4.033,1.6159999999999999,294.76862,46.37421,16.319000000000003
FALSE POSITIVE,56.40651043,138.309825,0.625,18.4332,102290.0,21.93,358,3.87,1597.3,5011,4.617,0.647,298.52206,48.032921,15.681
FALSE POSITIVE,7.964400574,131.56364399999998,1.121,4.4761,190900.0,61.54,633,38.09,879.2,4478,4.578,0.715,292.92532,38.480990999999996,16.2
FALSE POSITIVE,6.3991013070000005,134.70226399999999,1.0390000000000001,4.7439,83326.0,51.77,1042,279.38,154.4,6233,4.4719999999999995,0.988,283.0733,41.53867,14.798
CONFIRMED,34.9168399,157.6693,0.026000000000000002,7.343,500.0,2.39,602,31.13,15.4,6194,4.445,1.069,295.8093,40.008511,15.674000000000001
FALSE POSITIVE,8.480303653,135.854594,0.195,7.48907,81428.0,22.25,762,79.65,301.4,5385,4.565,0.787,298.79532,46.670448,13.183
FALSE POSITIVE,10.6784787,140.159,0.271,2.307,201.0,1.12,712,60.7,9.4,5459,4.583,0.797,296.9025,47.628281,15.245999999999999
FALSE POSITIVE,42.55926555,161.57039,0.775,3.36626,207990.0,51.86,487,13.28,950.0,5764,4.548,0.863,293.45609,41.045849,15.831
FALSE POSITIVE,24.2157996,133.4661,0.207,4.359,322.2,1.58,596,29.84,13.6,5659,4.473,0.885,289.00632,39.093342,15.259
CONFIRMED,44.2018402,163.21471,0.348,4.949,235.6,1.14,409,6.59,18.6,5002,4.543,0.753,283.98633,41.65041,13.509
CONFIRMED,15.033062300000003,131.89493000000002,0.8959999999999999,6.3260000000000005,132.2,2.18,928,175.74,14.9,5849,4.0760000000000005,1.601,288.88333,39.74456,14.606
FALSE POSITIVE,12.62530918,140.0602,1.151,3.1630000000000003,39413.0,87.2,1214,514.08,32.5,6878,4.012,1.844,301.14603,44.869659000000006,12.933
FALSE POSITIVE,124.93576740000002,177.68651699999998,0.542,7.5608,240900.0,49.34,362,4.06,332.8,5887,4.477,0.941,294.15952000000004,45.375919,12.338
FALSE POSITIVE,119.67980320000001,176.106325,0.527,32.1928,299050.0,193.91,847,121.45,5357.7,8275,3.7260000000000004,3.2510000000000003,291.17059,38.765209000000006,8.351
FALSE POSITIVE,6.3991071360000005,134.70163630000002,0.245,5.21981,376770.0,59.15,1031,266.9,4322.4,6133,4.435,0.935,283.07403999999997,41.540878,13.718
FALSE POSITIVE,8.480304281,135.854534,0.235,7.461589999999999,83115.0,65.0,1504,1210.22,5219.5,7059,3.946,2.21,298.8002,46.665539,7.631
FALSE POSITIVE,117.68137779999999,147.206961,0.433,12.7591,45362.0,45.43,575,25.76,2426.9,6429,3.8989999999999996,2.079,291.0188,38.569859,12.112
FALSE POSITIVE,17.72722648,144.070402,0.381,4.1376,147140.0,35.18,692,54.32,922.1,6021,4.52,0.895,296.7345,39.186111,15.556
FALSE POSITIVE,100.40132729999999,216.083194,0.436,9.7436,53782.0,26.0,420,7.37,1331.0,5903,4.353,1.1,296.22292999999996,47.92392,15.017000000000001
FALSE POSITIVE,11.32028788,131.803042,0.526,4.82219,243410.0,59.23,928,175.69,1539.9,6153,4.302,1.127,293.26328,45.349419,16.756
CONFIRMED,5.94228603,133.804,0.09699999999999999,2.169,250.0,1.23,797,95.34,7.5,4891,4.516,0.805,289.43896,49.73122,14.779000000000002
FALSE POSITIVE,57.05999920000001,164.25706,0.19399999999999998,7.462999999999999,66168.0,22.31,455,10.11,751.5,5931,4.545,0.863,287.34946,38.286041,15.936
CONFIRMED,14.556561800000003,141.03671,0.031,4.553999999999999,103.8,1.08,787,90.4,17.1,6065,4.452,1.061,289.91852,42.001431,13.71
FALSE POSITIVE,0.8378981529999999,131.98187,0.071,2.104,268.9,1.26,1478,1128.57,13.9,4748,4.526,0.797,301.4693,44.159649,15.72
CONFIRMED,41.7084063,153.53793000000002,0.6709999999999999,8.567,330.0,2.19,608,32.24,24.3,6434,4.394,1.138,296.10791,39.319908,14.155
FALSE POSITIVE,33.025717900000004,161.01,0.044000000000000004,6.032,507.1,2.21,564,23.95,12.2,5819,4.468,0.99,295.16721,38.637081,15.606
FALSE POSITIVE,25.36699067,138.8144224,0.86,5.9556,150580.0,56.02,665,46.09,2206.5,6208,4.454,1.024,285.43805,47.90345,15.538
FALSE POSITIVE,428.3217393,276.530352,0.531,40.5992,317000.0,49.76,220,0.56,4594.8,5662,4.532,0.8059999999999999,291.54391,42.638988,14.173
FALSE POSITIVE,82.13761,196.1225133,1.2209999999999999,6.11904,210770.0,197.85,640,39.55,3583.1,6395,3.904,2.012,292.71317,38.369659000000006,12.261
FALSE POSITIVE,24.0612744,138.38747,0.461,19.9438,440150.0,83.77,749,74.37,1161.1,6461,4.338,1.138,295.36602999999997,46.377232,14.158
FALSE POSITIVE,66.36099916,168.379642,0.486,20.0614,416740.0,61.42,420,7.33,1866.7,5583,4.463,0.857,295.88522,42.62188,15.327
FALSE POSITIVE,8.939461148,133.01394399999998,0.5579999999999999,6.1913599999999995,357830.0,153.32,1407,926.24,2427.5,6461,3.846,2.225,300.79001,44.6534,14.002
FALSE POSITIVE,18.79862195,138.028268,0.524,7.4782,380200.0,55.07,575,25.91,551.3,5334,4.585,0.7959999999999999,290.20575,37.769138,17.628
FALSE POSITIVE,4.80912667,134.07939,0.47100000000000003,7.9331,134090.0,44.3,1270,615.74,1033.2,6462,4.371,1.166,293.2088,46.173061,14.038
FALSE POSITIVE,2.33211505,132.19683,1.7469999999999999,2.96723,105950.0,140.22,1594,1530.05,997.8,6384,4.348,1.094,300.15648999999996,46.20332,14.087
CONFIRMED,0.53835407,131.64999,0.33399999999999996,1.5045,190.2,1.67,2386,7609.22,46.6,5539,4.244,1.207,297.9382,46.881401000000004,14.498
FALSE POSITIVE,249.36211830000002,279.658296,1.17,8.3559,35830.0,48.69,308,2.14,846.1,5940,4.352,1.02,283.55252,48.222939000000004,13.867
CONFIRMED,9.5084871,140.5602,0.14300000000000002,4.372,97.9,1.65,1131,386.61,13.3,6144,4.106,1.6680000000000001,295.40979,42.150828999999995,14.44
CONFIRMED,96.169569,170.2581,0.049,7.496,894.5,2.07,321,2.52,20.0,5340,4.633,0.7020000000000001,293.72717,42.806759,15.796
CONFIRMED,82.303914,159.0461,0.8590000000000001,15.404000000000002,737.0,4.47,485,13.05,22.3,5602,4.13,1.425,289.71201,50.128208,15.654000000000002
CONFIRMED,17.934660600000004,138.21679,0.976,6.25,142.7,2.8,1002,238.78,18.8,6426,4.013,1.775,293.21356000000003,46.175129,13.474
FALSE POSITIVE,184.6467208,151.98458,0.49200000000000005,18.9869,410270.0,72.8,320,2.49,1113.2,5713,4.414,1.023,294.37127999999996,44.924759,15.603
FALSE POSITIVE,6.282033445,131.590793,1.777,8.3777,181790.0,144.85,1029,264.78,1178.0,6074,4.45,0.976,295.61261,39.195709,14.118
FALSE POSITIVE,5.519188936,134.470023,0.45899999999999996,7.1351,217070.0,43.06,932,178.7,2270.6,5324,4.439,0.897,298.06189,40.957291,16.117
FALSE POSITIVE,4.818863793999999,131.67765500000002,0.486,6.2625,65936.0,51.32,1595,1529.01,2048.7,6313,3.9360000000000004,1.935,294.08777000000003,42.489666,14.55
FALSE POSITIVE,178.2680204,255.35135099999997,1.135,5.86461,45754.0,34.07,256,1.02,961.4,5126,4.578,0.696,295.83835,41.427319,14.16
FALSE POSITIVE,2.181555909,133.48675,1.261,4.41739,85407.0,91.3,1730,2119.28,1548.2,6584,4.331,1.246,292.2677,47.394798,14.182
FALSE POSITIVE,244.8327497,285.70256789999996,1.047,4.37001,40206.0,38.3,307,2.09,733.5,6105,4.4430000000000005,0.993,284.81525,47.392632,13.556
CONFIRMED,30.4544418,140.76863,0.929,6.896,472.1,2.6,624,35.92,17.3,6283,4.4719999999999995,0.9840000000000001,292.68427,38.126282,15.267999999999999
FALSE POSITIVE,10.26558924,136.49645,0.6629999999999999,3.8789999999999996,254.6,1.65,828,111.18,18.8,5774,4.458,0.98,292.28778,38.27425,14.658
FALSE POSITIVE,18.9257333,145.5267,1.155,6.149,188.5,16.74,639,39.47,16.2,5455,4.421,0.909,281.18023999999997,46.929901,13.857000000000001
FALSE POSITIVE,11.9615433,131.895,0.5760000000000001,3.1289999999999996,424.5,2.24,847,121.71,12.4,6142,4.456,1.046,291.46148999999997,38.001808000000004,15.709000000000001
FALSE POSITIVE,62.12767713,172.0663,1.158,5.25005,37430.0,38.61,402,6.15,990.3,5344,4.494,0.807,292.52029,48.123531,14.822000000000001
FALSE POSITIVE,31.973064899999997,133.8409,0.716,8.872,158.6,1.09,530,18.59,15.6,5811,4.571000000000001,0.8109999999999999,292.17368,44.662861,14.545
FALSE POSITIVE,143.11886940000002,266.35922400000004,0.703,16.8109,255710.0,53.3,321,2.5,1638.0,5713,4.553999999999999,0.851,298.07739,47.346581,14.995999999999999
FALSE POSITIVE,76.81985465,188.12566030000002,0.728,5.16249,229160.0,46.61,379,4.88,2314.5,5654,4.59,0.774,282.00088999999997,44.960770000000004,14.062999999999999
FALSE POSITIVE,165.40575,141.57623830000003,1.091,13.6363,66402.0,112.86,514,16.56,4958.6,6061,3.759,2.185,289.69705,39.371639,12.724
FALSE POSITIVE,0.7158023090000001,131.690348,1.251,1.5586,2208.6,25.52,1656,1787.96,137.7,5239,4.6,0.757,298.9068,41.835629,15.579
FALSE POSITIVE,70.58284717,190.4997847,0.882,8.811689999999999,150930.0,50.88,435,8.45,2424.0,5973,4.516,0.904,291.35696,42.493641,14.624
FALSE POSITIVE,2.9953573589999998,132.79698100000002,0.843,6.57901,172400.0,112.12,1791,2437.81,1467.6,5949,3.892,1.94,299.13101,41.589901,16.455
FALSE POSITIVE,3.840485025,134.44638600000002,1.189,2.8592,31353.0,39.38,1077,318.66,259.4,5731,4.532,0.823,295.21167,42.786289000000004,15.26
FALSE POSITIVE,4.75307877,134.5462132,0.019,2.35,933.0,505.94,7040,580415.2,6.4,3486,0.5,180.013,295.03052,40.958149,13.524000000000001
FALSE POSITIVE,19.51501329,136.21594199999998,0.6920000000000001,4.59379,256440.0,53.03,588,28.31,1018.8,5349,4.531000000000001,0.851,283.91565,47.784569,16.739
CONFIRMED,1.772451066,132.08668,0.006,2.4592,79.2,1.02,1685,1904.34,22.4,6243,4.406000000000001,1.149,298.39575,42.459751000000004,12.949000000000002
CONFIRMED,19.9158863,139.36828,0.748,6.191,143.2,1.41,728,66.31,28.3,6047,4.387,1.092,298.09542999999996,44.737061,13.204
FALSE POSITIVE,54.06132811,181.788127,1.3359999999999999,4.48223,79684.0,88.28,514,16.51,1012.2,5786,4.3180000000000005,1.112,300.01813,46.026272,15.231
FALSE POSITIVE,34.52599018,150.102207,1.087,4.47294,67161.0,54.35,607,32.12,1008.1,6123,4.396,1.0490000000000002,295.20386,42.43045,15.142000000000001
FALSE POSITIVE,14.282141699999999,136.32946,0.012,2.068,224.9,1.08,625,36.03,8.7,5374,4.588,0.726,298.1897,41.679192,15.13
FALSE POSITIVE,18.64532882,147.207512,0.45399999999999996,3.63893,433820.0,61.81,656,43.71,1256.8,5931,4.553999999999999,0.845,287.63705,42.530819,15.511
FALSE POSITIVE,20.88212542,146.5689626,0.743,8.03365,233450.0,66.27,737,69.67,3506.5,6335,4.427,1.072,293.14578,42.624161,15.6
CONFIRMED,30.8609783,138.31416000000002,0.852,4.216,128.9,1.08,525,17.96,17.8,5627,4.552,0.833,292.00203999999997,41.786961,12.988
FALSE POSITIVE,15.65134872,132.81191,1.2670000000000001,4.1553,3104.0,118.33,1396,898.69,81.6,6552,3.5860000000000003,3.2889999999999997,293.23318,46.600151000000004,12.429
FALSE POSITIVE,286.1755875,314.101583,0.598,16.1025,328540.0,63.23,276,1.38,765.3,5904,4.471,0.946,297.77277000000004,48.09811,15.138
FALSE POSITIVE,152.151448,215.01590299999998,0.857,26.8612,151820.0,53.89,362,4.04,2163.4,6217,4.4719999999999995,0.9890000000000001,288.28283999999996,39.992222,14.61
FALSE POSITIVE,29.91133406,153.59549099999998,0.5589999999999999,7.26916,354380.0,47.83,471,11.68,1349.8,5303,4.632,0.7040000000000001,287.88482999999997,41.879349,16.128
FALSE POSITIVE,5.877122485,136.42083,0.547,4.71655,362900.0,125.68,1402,913.57,1210.8,5702,3.807,1.821,295.68814,42.970581,15.177
FALSE POSITIVE,10.63630585,139.783159,0.39799999999999996,5.17212,216060.0,64.91,1110,358.62,1419.0,6781,4.221,1.345,285.33444,46.309878999999995,17.035
FALSE POSITIVE,2.1032389,132.868177,1.209,6.4774,24852.0,36.63,1238,555.0,625.1,5546,4.587,0.7859999999999999,290.91254,43.92989,13.171
FALSE POSITIVE,46.69820093,167.6984656,1.131,3.57049,54592.0,38.79,468,11.31,879.0,5772,4.518,0.7559999999999999,287.40515,49.456291,15.267000000000001
CONFIRMED,15.99560373,144.2399,0.08800000000000001,3.471,221.7,1.04,550,21.54,20.0,4955,4.61,0.721,286.66296,47.4137,14.017000000000001
FALSE POSITIVE,25.9518795,148.92549,1.2590000000000001,21.569000000000003,1312.3,35.1,645,41.0,63.7,5753,4.335,1.078,293.72311,38.96983,14.997
FALSE POSITIVE,56.04809669,159.16780419999998,1.161,4.04427,53726.0,42.62,400,6.06,1003.7,5222,4.518,0.78,292.42444,48.159591999999996,14.967
FALSE POSITIVE,2.25161215,131.54653000000002,0.647,2.1,23.9,1.14,2934,17529.42,9.2,9464,4.1160000000000005,2.184,296.88562,41.19978,13.085
CONFIRMED,14.0328775,138.0603,0.044000000000000004,6.684,210.9,1.45,783,88.83,11.8,6063,4.47,1.001,290.1499,41.4646,15.652000000000001
FALSE POSITIVE,18.79852,138.02082,0.9359999999999999,4.795,487.4,2.04,509,15.82,11.2,4808,4.5889999999999995,0.715,290.20361,37.774342,16.153
FALSE POSITIVE,1.366946478,132.20458200000002,0.8690000000000001,3.37701,158640.0,43.45,1403,910.99,796.5,5353,4.527,0.757,295.25287000000003,42.900028000000006,15.002
FALSE POSITIVE,313.09275069999995,424.715381,0.395,14.3447,445610.0,47.52,207,0.44,1952.3,5067,4.596,0.6729999999999999,281.7179,44.873989,15.638
FALSE POSITIVE,0.5668136770000001,131.78895,0.449,2.458,61.2,0.77,2269,6276.41,11.5,6106,4.487,0.966,291.01138,41.906979,15.644
FALSE POSITIVE,157.3226394,222.900363,0.888,21.9232,153930.0,56.66,351,3.61,1386.8,6109,4.4719999999999995,0.9890000000000001,284.51367,45.1203,15.290999999999999
FALSE POSITIVE,9.53040216,138.232917,0.6046,5.95809,321540.0,60.49,805,99.43,185.6,5501,4.438,0.912,295.23196,38.925919,14.689
FALSE POSITIVE,4.2185126539999995,133.506768,0.767,3.6293900000000003,23417.0,16.67,1189,472.03,699.9,6185,4.4719999999999995,0.991,297.46631,47.023232,15.232000000000001
FALSE POSITIVE,8.529991199,137.654769,1.225,3.9954,20084.0,44.86,940,184.92,389.8,6185,4.4719999999999995,0.991,297.46631,47.023232,15.232000000000001
CONFIRMED,16.00747237,142.63787,0.975,1.2670000000000001,277.6,2.99,838,116.46,14.7,5857,4.204,1.305,298.06768999999997,49.412601,13.77
CONFIRMED,54.6493679,176.0447,0.018000000000000002,7.962000000000001,432.5,2.64,538,19.86,15.1,5751,4.234,1.2819999999999998,290.59039,45.439709,15.335
CONFIRMED,100.82767249999999,216.38757,0.6759999999999999,8.39,1778.8,4.35,364,4.16,36.7,5301,4.391,0.977,284.29694,49.15868,15.28
FALSE POSITIVE,0.9056756990000001,132.20066,0.008,1.7009999999999998,73.2,0.77,1780,2374.98,10.2,5730,4.518,0.903,289.297,41.285488,15.384
FALSE POSITIVE,15.975041699999998,135.71533,1.2109999999999999,3.549,643.5,90.37,1143,403.2,37.5,5220,3.52,3.4560000000000004,296.672,50.150108,13.933
CONFIRMED,16.0505464,141.73408,0.135,3.1710000000000003,94.4,0.81,630,37.12,14.6,5428,4.563,0.853,288.56152000000003,46.536049,13.136
FALSE POSITIVE,11.08262263,746.1967676,0.207,6.625839999999999,268720.0,48.38,793,93.67,1725.6,5831,4.503,0.922,293.25281,46.051628,16.410999999999998
FALSE POSITIVE,3.012476415,132.2466206,0.708,3.31903,198400.0,58.77,1388,879.89,2060.3,6015,4.329,1.088,294.14001,39.08987,14.776
FALSE POSITIVE,0.759740194,131.82001,0.49700000000000005,3.252,42.5,0.67,2059,4245.86,13.7,6046,4.478,1.0070000000000001,290.55255,40.688759000000005,14.92
FALSE POSITIVE,4.664186517,133.670668,0.29,4.0639,555380.0,278.81,1683,1896.44,445.7,5062,3.515,3.5789999999999997,287.98795,38.89175,16.144000000000002
FALSE POSITIVE,1.0920663990000001,132.1028432,0.488,2.97608,401890.0,40.74,1164,432.44,1160.6,4556,4.67,0.5760000000000001,295.5061,44.110538,15.895999999999999
FALSE POSITIVE,3.0535786430000003,133.878843,1.11,3.22884,52880.0,35.35,1035,271.46,661.4,5414,4.625,0.7140000000000001,298.13141,41.950989,15.74
FALSE POSITIVE,2.992662857,131.893219,0.001,2.5258,113700.0,60.35,1476,1123.54,296.8,4927,3.883,1.837,289.8569,46.789928,16.328
FALSE POSITIVE,4.664188563,133.670244,1.254,3.773,11360.0,52.09,1221,525.46,272.6,5699,4.192,1.215,287.98958999999996,38.890381,13.915
FALSE POSITIVE,0.56493412,131.7871403,0.691,2.5762099999999997,252640.0,33.4,1458,1071.88,1361.5,4748,4.729,0.534,296.37036,41.390469,15.839
FALSE POSITIVE,1.6749848440000001,131.793034,0.731,4.92134,234580.0,150.48,3055,20561.29,858.8,8285,3.971,2.451,293.57437000000004,48.007439,14.567
CONFIRMED,7.31945294,137.22065,0.11199999999999999,4.881,166.8,5.05,1682,1891.07,16.3,5745,3.4989999999999997,3.955,295.49811,38.644501,13.489
FALSE POSITIVE,14.15402615,144.17685,1.199,4.115,21653.0,29.61,495,14.25,23.9,4352,4.61,0.6609999999999999,290.35443,41.76918,15.056
CONFIRMED,20.7057153,139.9803,0.922,9.677999999999999,115.9,3.22,967,206.73,13.5,5668,3.792,2.437,298.11887,40.37505,14.276
FALSE POSITIVE,4.286103033,134.590777,0.544,2.6422,173360.0,25.8,686,52.42,397.1,4206,4.663,0.591,293.46356000000003,42.88406,15.295
FALSE POSITIVE,5.017239915,134.490136,0.191,4.36126,144640.0,41.75,1229,538.77,970.9,6519,4.41,1.079,294.92371,47.249989,14.115
FALSE POSITIVE,0.937923475,132.34501,0.515,3.1639999999999997,40.4,0.52,1588,1503.05,12.0,5398,4.58,0.805,294.11649,40.681061,14.402999999999999
FALSE POSITIVE,204.0329342,253.53662599999998,0.49,17.5623,411370.0,57.35,272,1.29,884.9,5553,4.577,0.8059999999999999,292.37616,37.657459,15.734000000000002
FALSE POSITIVE,2.148219541,132.76673,0.424,2.9409099999999997,457840.0,49.6,1009,244.99,619.8,4694,4.6,0.672,289.25281,42.562611,15.783
FALSE POSITIVE,58.62157882,178.56749580000002,0.8959999999999999,8.52961,142950.0,40.43,385,5.19,1887.7,5232,4.553999999999999,0.725,295.61037999999996,43.260422,15.161
FALSE POSITIVE,3.125821128,134.47968400000002,1.2690000000000001,2.2163,5025.4,110.58,2087,4481.76,245.2,6137,3.705,2.852,287.15167,42.110378000000004,12.77
FALSE POSITIVE,6.6751871,137.4528,0.251,2.372,178.3,1.09,890,148.28,7.0,5774,4.567,0.818,299.33994,40.925362,15.554
FALSE POSITIVE,1.450205839,131.985523,1.236,3.6373,25884.0,92.78,2675,12063.44,419.0,7564,4.093,1.893,295.81686,44.00568,13.91
FALSE POSITIVE,0.94102954,131.9021,0.11900000000000001,4.415,34.5,1.41,2761,13794.93,13.3,5766,3.783,2.4090000000000003,299.37268,41.236671,13.134
FALSE POSITIVE,36.51437404,163.79446299999998,0.133,6.48255,111620.0,33.27,546,21.08,1701.1,5811,4.465,1.0,294.19629,38.83712,15.423
CONFIRMED,25.4337864,143.1302,0.23199999999999998,6.513999999999999,302.0,2.0,667,46.8,14.3,5806,4.321000000000001,1.158,283.79782,46.931000000000004,15.386
FALSE POSITIVE,67.451045,151.96756000000002,1.01,8.9387,7062.8,36.7,562,23.61,205.4,4847,3.7260000000000004,2.191,297.16977,50.147369,13.342
FALSE POSITIVE,15.873380599999999,143.859941,3.4539999999999997,8.0429,208360.0,630.53,962,202.23,978.2,5622,3.907,1.895,299.04727,41.538078000000006,14.679
FALSE POSITIVE,50.563697,145.8658,0.779,5.381,50.5,1.57,761,79.36,6.8,6759,4.018,2.022,295.19501,40.670840999999996,10.948
FALSE POSITIVE,65.58366557,182.6493381,0.72,5.01216,242400.0,41.22,371,4.5,1649.5,5516,4.65,0.6659999999999999,294.43863,48.985240999999995,15.743
FALSE POSITIVE,111.31980520000002,226.64870499999998,0.23399999999999999,23.0078,62705.0,63.68,539,20.01,3433.7,5022,3.562,2.58,290.51162999999997,44.556019,12.439
FALSE POSITIVE,110.29512679999999,235.750948,0.248,16.5339,176340.0,37.88,362,4.06,2084.3,5753,4.503,0.895,295.46201,39.084389,15.258
FALSE POSITIVE,95.17831793,224.596785,0.7609999999999999,3.60125,128580.0,28.75,272,1.29,2279.1,4523,4.615,0.653,296.33862,48.75758,14.401
FALSE POSITIVE,61.491147899999994,163.63366299999998,0.6809999999999999,9.745,58703.0,22.76,438,8.7,1421.7,5830,4.54,0.8759999999999999,294.35663,45.195011,15.523
CONFIRMED,82.292865,212.0314,0.195,7.047999999999999,371.1,1.82,400,6.07,13.0,5626,4.467,0.9570000000000001,281.29581,44.465401,14.828
FALSE POSITIVE,11.08260553,136.6562,0.966,6.23,601.2,7.34,1108,355.64,51.3,5125,3.674,2.1959999999999997,293.25259,46.04903,13.565999999999999
FALSE POSITIVE,22.7832776,145.53343999999998,0.626,4.194,120.2,1.33,759,78.41,18.2,6517,4.382,1.159,297.49515,41.4147,12.972000000000001
FALSE POSITIVE,23.73795284,147.006678,1.004,8.50818,95884.0,53.27,620,34.94,1221.2,5559,4.394,1.0,298.37177,41.291759000000006,15.147
FALSE POSITIVE,21.4618453,132.2156,1.139,5.675,122.2,19.89,722,64.17,13.4,5806,4.283,1.213,294.91699,45.680679,13.798
FALSE POSITIVE,369.069345,298.3962,0.929,5.832000000000001,945.9,3.07,197,0.35,11.7,4855,4.542,0.778,287.73755,38.114559,14.520999999999999
FALSE POSITIVE,243.8212213,159.4958018,1.0290000000000001,10.9312,56799.0,56.63,365,4.18,2804.3,6370,4.228,1.3159999999999998,292.26044,40.703678000000004,13.297
FALSE POSITIVE,16.22754867,136.63972890000002,0.795,5.08666,192690.0,46.52,599,30.52,1870.0,5297,4.587,0.795,297.19037000000003,46.826481,15.901
FALSE POSITIVE,47.189437,148.044865,0.5357,11.555,370870.0,66.71,484,13.01,804.0,5458,4.381,0.972,286.84851000000003,39.304939000000005,15.624
FALSE POSITIVE,1.5017601719999998,131.5669078,0.518,5.85519,387900.0,90.92,1905,3110.42,2624.0,6327,4.315,1.29,295.21747,39.910042,11.825
FALSE POSITIVE,10.99381963,133.253208,1.274,3.7889,1685.8,40.17,978,216.57,102.9,6553,4.3660000000000005,1.157,300.78394,44.192558,13.427
FALSE POSITIVE,10.9938087,138.80624,0.924,5.0403,1456.9,5.33,978,216.57,100.4,6553,4.3660000000000005,1.157,300.78394,44.192558,13.427
CONFIRMED,16.5860329,133.28136,0.16699999999999998,7.042999999999999,231.3,2.09,821,107.25,14.6,5626,4.149,1.389,293.62976000000003,45.74065,15.589
